2.896398,-0.035393,0.565470,-0.834540,-0.026683,-0.018586,0.875653,0.143456,-0.053021,-0.466049,-0.336862,0.041345,-0.122177,-0.956776,0.652584,0.792322,-0.719502,0.108072,-0.782849,0.344480,-0.437532,0.318845,0.453989,0.537295
0.000000,0.769352,0.832024,-0.539572,-0.925175,0.109705,-0.258155,0.659579,0.616503,-0.365722,0.905799,-0.418164,0.030114,-0.488070,0.872087,-0.670784,-0.910179,-0.129806,0.984751,0.783355,0.497216,0.781585,0.786893,0.037717
0.000000,0.000000,1.289823,0.544025,0.323323,-0.252685,-0.811067,0.493579,-0.475079,0.873626,-0.518059,-0.754484,0.662225,-0.693431,-0.641463,0.198766,0.749124,-0.607131,-0.379353,0.554810,0.943653,0.001482,-0.712205,-0.972127
0.000000,0.000000,0.000000,1.074140,-0.736356,0.355317,-0.756335,0.012660,0.388525,0.162233,-0.600449,0.608249,0.430814,0.477968,-0.737884,-0.752492,0.855125,-0.204844,-0.398103,-0.022832,0.325728,0.911247,-0.427108,0.849617
0.000000,0.000000,0.000000,0.000000,0.562149,0.110396,0.267950,-0.788205,-0.719321,-0.161771,0.932464,0.192085,0.866046,0.608722,-0.065237,0.569527,-0.964326,-0.781712,0.658857,0.593634,-0.534719,0.061539,0.212032,0.735478
0.000000,0.000000,0.000000,0.000000,0.000000,2.007768,-0.174857,-0.251632,-0.148236,0.303862,0.734981,-0.092206,-0.504321,-0.526675,0.492029,0.633138,-0.789444,-0.866882,0.188867,-0.707654,0.649328,-0.379331,-0.712256,0.841941
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.913829,-0.430560,-0.692773,-0.769020,-0.957704,-0.889209,-0.650717,-0.893236,0.182288,0.361429,-0.212739,-0.364018,0.009052,0.750010,0.702263,-0.913050,-0.637003,-0.526510
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.123469,0.142465,-0.167475,-0.901492,-0.252772,0.047506,-0.796656,0.666917,-0.896076,0.849684,-0.801774,0.687150,0.805306,0.959141,0.604052,0.558955,0.284967
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.447491,-0.730896,0.072136,0.028446,0.715144,-0.074401,-0.229821,0.279127,-0.467073,-0.720463,-0.044245,-0.166221,-0.534860,-0.264976,-0.267215,-0.345009
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.448660,0.371487,-0.406247,0.897716,0.832696,-0.038179,-0.343278,0.070870,0.697121,0.305175,0.608784,0.065445,0.265835,-0.423689,0.469786
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.006011,0.389596,0.721438,-0.735794,0.228759,-0.809809,0.451431,-0.831014,0.871880,-0.725184,0.917760,0.601768,0.187364,0.565248
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.487787,0.892054,-0.493233,0.180152,-0.809902,0.232331,-0.657417,0.129901,0.144861,-0.068030,0.045264,0.527847,0.598489
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.730383,0.199187,0.862472,-0.760533,-0.765793,-0.824582,0.315727,-0.162783,0.548643,0.342463,-0.332724,0.796733
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.406330,-0.458930,-0.271616,-0.371120,-0.684777,-0.704433,0.872255,-0.124192,-0.233360,0.459371,0.105986
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.840350,0.560603,-0.041261,-0.247281,0.973263,0.435520,0.902389,-0.763043,0.701067,0.274148
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.804804,0.176516,0.372193,-0.975395,-0.091364,0.650799,-0.409282,-0.082904,-0.115372
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.254818,0.836884,0.562588,-0.778823,0.994069,0.758400,-0.432183,0.673793
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.766049,0.998209,0.331369,0.300250,-0.819119,0.794067,-0.942001
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.102070,-0.713956,0.553536,-0.603592,0.821276,0.312538
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.590407,-0.989140,-0.896684,0.211850,0.602964
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.096382,0.698818,-0.885536,0.601928
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.819489,0.544217,0.396242
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.594951,-0.919697
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004455
