2.434890,-0.122243,0.717196,0.394736,-0.811645,0.951245,0.522279,0.572129,-0.743773,-0.099228,-0.258404,0.853530,0.287730,0.645523,-0.113172,-0.545523
0.000000,1.886462,-0.872365,0.655262,0.263329,0.516175,-0.290948,0.941396,0.786242,0.556767,-0.610723,-0.066558,-0.912392,-0.691421,0.366098,0.489524
0.000000,0.000000,2.918774,-0.348349,-0.259081,-0.060888,-0.621057,-0.740157,-0.048590,-0.546181,0.339628,-0.125696,0.665356,0.400530,-0.375267,0.664520
0.000000,0.000000,0.000000,2.511911,-0.225043,-0.423344,0.364991,-0.720495,-0.600184,-0.985275,0.573849,0.329702,0.410331,0.561458,-0.082168,0.137482
0.000000,0.000000,0.000000,0.000000,0.849492,-0.770940,0.336806,-0.057808,0.130472,0.529998,0.269437,0.107159,0.118414,-0.392100,-0.938364,-0.126565
0.000000,0.000000,0.000000,0.000000,0.000000,1.036462,-0.182943,0.706806,-0.532121,-0.883395,-0.437232,-0.412812,0.323833,0.114064,0.567796,0.328627
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.515967,0.628041,-0.666054,-0.954576,-0.819904,0.444719,-0.076246,-0.677456,0.002090,-0.695376
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.240801,-0.107687,-0.237958,-0.396976,0.260565,-0.276375,-0.824700,-0.763988,0.923795
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.771452,0.399414,-0.468260,0.938353,0.557502,0.433780,-0.101277,-0.455517
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.740977,0.805205,-0.088447,-0.595273,-0.388087,0.158439,-0.646454
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.641536,0.517039,0.438926,-0.135814,0.254618,0.168196
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.124617,-0.831111,-0.168385,-0.916772,-0.012018
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.324653,-0.710952,-0.793194,0.175289
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.926482,0.850240,0.162122
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.367175,0.181831
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.557010
