1.80,8.75,-21.42,-13.42,-15.15,-15.56,14.98,20.32,-10.72,15.35,6.91,-11.51,15.64,18.70,0.59,-12.20,15.54,1.31,20.74,-13.62,-22.63,3.05,-15.08,-16.04,-0.11,3.97,-15.15,-23.29,-1.39,10.96,20.09,6.03
0,1.85,17.51,-13.53,17.57,11.08,-10.66,14.26,17.53,-9.63,1.30,-12.55,15.66,12.29,20.95,16.49,13.90,-13.67,4.72,5.85,12.83,-2.47,20.50,-15.87,-8.71,-8.59,19.22,7.10,20.03,-12.92,18.18,18.26
0,0,1.90,-17.22,8.18,1.02,19.56,10.80,-22.07,-23.11,20.72,10.59,-13.36,13.64,-1.82,22.90,23.62,5.89,-4.47,20.11,14.66,5.02,-23.22,3.58,-4.12,16.25,-18.90,10.72,-3.58,-1.53,-22.24,9.07
0,0,0,1.95,0.34,-3.91,-15.89,16.62,16.66,-10.79,-3.42,-8.44,-7.30,-0.18,-16.66,8.14,8.79,4.84,11.26,14.44,21.49,17.64,-12.62,10.14,11.71,5.80,-12.82,-16.60,-14.42,-9.54,7.95,3.44
0,0,0,0,2.00,-17.07,10.69,16.64,15.57,-7.90,-10.29,-15.14,5.89,11.70,19.39,-4.33,15.60,12.86,-6.09,-23.69,-12.01,-16.94,-12.28,5.00,10.70,2.55,-0.38,9.68,13.39,19.30,-4.98,19.73
0,0,0,0,0,2.05,-18.34,4.68,17.49,-10.07,19.22,4.96,-11.09,5.20,12.91,-10.72,13.79,17.66,-16.80,-4.19,15.92,-8.02,1.01,-1.46,16.11,-22.00,18.66,-0.45,-12.10,18.72,4.12,16.30
0,0,0,0,0,0,2.10,-9.84,-9.29,9.97,-11.67,-2.90,-13.38,-8.73,12.28,19.97,17.97,15.19,8.08,0.89,9.69,17.02,5.10,17.81,4.35,23.84,-5.65,17.10,22.66,-4.88,20.68,-20.74
0,0,0,0,0,0,0,2.15,19.56,7.64,8.17,-18.26,11.95,22.48,12.01,13.81,0.59,-2.24,2.83,-9.68,6.11,20.23,-15.20,23.41,-3.02,-2.89,-18.10,18.15,21.12,-20.05,10.13,0.12
0,0,0,0,0,0,0,0,2.20,-2.09,-15.04,-7.16,0.86,-2.36,16.63,-13.09,12.08,-12.46,1.67,10.60,-6.10,-3.39,19.10,-7.82,-6.71,-4.78,-4.82,0.91,12.14,-23.97,4.48,-11.47
0,0,0,0,0,0,0,0,0,2.25,-4.70,-5.31,1.22,8.74,-15.92,23.14,16.96,15.97,18.11,7.73,-10.73,8.42,14.70,-2.51,-0.97,12.49,-5.34,23.69,5.95,22.49,-13.67,-4.22
0,0,0,0,0,0,0,0,0,0,2.30,5.01,-8.85,-20.30,1.20,12.57,6.44,-18.51,18.53,5.27,9.11,3.23,14.66,4.56,7.95,15.62,16.83,-13.27,-13.64,1.38,-10.89,-10.77
0,0,0,0,0,0,0,0,0,0,0,2.35,-7.02,22.52,-20.19,0.05,-10.37,15.09,2.05,10.58,-6.93,22.73,6.73,10.37,2.09,-7.53,8.69,-13.28,-10.63,4.80,6.29,-8.13
0,0,0,0,0,0,0,0,0,0,0,0,2.40,18.89,-13.97,9.36,14.88,-12.06,5.15,12.92,16.13,13.06,6.25,3.88,14.37,22.38,-23.01,21.07,19.46,23.39,0.91,-10.86
