2.373787,0.950809,-0.078038,0.285052,0.837329,-0.502651,0.773116,-0.804911,0.296896,0.565676,0.229212,-0.008930,0.234694,-0.696673,-0.568859,-0.460201,0.195559,-0.116198,-0.511048,0.765619,-0.252156,-0.107937,-0.180598,-0.636114,0.463254,-0.103083,-0.967486,0.928027,0.631527,0.447119,0.738184,0.813615,-0.325021,0.221917,0.217616,-0.465401,-0.556095,-0.772185,0.318628,0.561838,0.521906,-0.367449,-0.589480,-0.092772,0.093627,0.838174,0.749646,0.832117,0.700525,0.929162,-0.069000,-0.905053,-0.832876,-0.219448,-0.484626,-0.660119,0.906408,-0.609161,0.918759,0.521678,0.281891,0.352038,-0.337051,0.292854,-0.626616,0.875411,-0.396413,-0.489627,0.422326,0.312897,-0.097402,0.264892,-0.681014,0.346657,-0.458779,-0.454328,-0.675640,-0.335246,-0.337498,-0.091642,-0.619161,-0.613985,0.083477,-0.742245,0.377794,0.887894,-0.146409,0.802211,-0.803367,-0.914085,0.442738,0.522043,0.686116,-0.886365,0.553814,-0.246923,-0.393325,-0.653952,0.992032,-0.872673,0.654016,0.278989,0.470161,0.423434,0.716869,-0.632416,-0.998351,0.197057,-0.292283,-0.752425,-0.627722,-0.336501,-0.859533,-0.886174,0.832053,-0.375795,0.964461,0.928734,-0.714857,0.429849,0.201610,0.381294,-0.807618,-0.622880,-0.846723,0.208268,0.973182,0.343969
0.000000,2.276904,0.969170,0.356023,-0.919637,0.734011,-0.270643,-0.991273,0.014468,0.874030,-0.485339,-0.016974,-0.652446,-0.884615,-0.838910,0.454022,0.728149,-0.713402,-0.423363,-0.609941,-0.946288,0.106863,0.399844,0.295755,-0.223893,0.110020,-0.811801,-0.691393,0.863589,0.523015,0.845478,0.833361,0.298785,0.856477,-0.166592,-0.992768,-0.874858,-0.781025,-0.809293,-0.296595,0.402542,0.581298,0.180427,-0.707128,0.495803,-0.290396,-0.974013,-0.438823,-0.338799,-0.451509,0.623740,0.519853,0.391104,-0.721990,0.615668,0.354352,-0.610325,0.296188,-0.032977,-0.121300,-0.775754,0.036609,-0.800136,-0.671493,-0.734907,0.908217,-0.430271,-0.289591,-0.355839,0.796501,0.125932,0.838320,-0.400150,-0.770331,0.112437,-0.308926,0.603814,0.758847,-0.054853,0.942718,0.106026,-0.458159,-0.022049,-0.925379,0.608002,-0.797130,-0.382503,0.130633,-0.914050,-0.841366,0.392233,-0.856446,-0.045834,-0.322609,-0.543841,-0.622442,0.526823,0.903084,-0.719641,0.919362,0.189525,0.283321,0.419853,0.408238,0.639622,-0.033063,0.066717,-0.352346,-0.789485,0.329280,-0.932780,-0.448730,-0.811540,-0.618546,0.277462,0.256953,-0.157890,-0.819656,-0.133252,-0.294510,0.440918,0.158053,-0.016868,-0.026036,0.932594,0.512588,-0.006041,-0.041555
0.000000,0.000000,0.566198,0.885019,-0.361652,-0.488122,0.998818,0.437379,-0.905272,-0.876229,-0.948997,0.199238,-0.856871,0.866777,0.873813,0.092108,0.233278,-0.416211,-0.872055,0.474921,-0.796428,-0.828885,-0.377554,-0.975069,-0.131929,0.415362,0.602698,0.208615,0.693748,-0.186996,0.697544,0.012947,-0.553928,0.888291,-0.450058,-0.947597,-0.514652,-0.266625,-0.297301,0.049335,0.766254,-0.415324,0.041541,-0.319722,0.643546,-0.684797,-0.792979,0.005991,0.343775,0.591050,0.179250,0.547700,-0.214580,-0.934265,-0.767801,-0.922555,-0.342113,-0.009017,-0.287365,0.121199,-0.038782,0.355886,0.333924,-0.363872,-0.307571,0.170296,0.192865,-0.370600,-0.339364,0.388090,0.294822,-0.729898,-0.117916,0.785412,-0.927389,0.710328,-0.673644,0.014497,-0.151327,-0.979741,0.830794,-0.090150,0.908537,-0.426512,0.732552,0.844779,0.113665,-0.594644,0.370495,0.097956,0.889059,-0.121456,-0.462973,-0.723426,0.397267,0.948219,-0.943312,0.480891,0.853861,-0.850437,-0.779660,0.383914,0.295927,-0.862345,0.668846,0.046848,0.814395,0.755982,0.625016,0.031798,-0.496579,0.011951,-0.798377,0.317692,-0.732046,0.022346,-0.891236,-0.400975,-0.535839,0.240063,0.573573,-0.885394,0.700567,0.721535,-0.315462,0.318008,-0.194774,-0.691618
0.000000,0.000000,0.000000,1.821656,-0.827281,0.756944,0.848580,0.643226,0.125056,0.115197,0.969215,-0.504197,-0.848103,0.123882,-0.342429,-0.355322,-0.985829,0.192479,-0.471933,-0.624283,-0.919136,-0.271277,0.757938,-0.326658,0.358148,0.513094,-0.343798,0.643281,0.383759,0.118484,-0.998015,-0.929818,0.981732,0.564568,0.875131,0.804606,-0.959114,0.583695,-0.097709,0.579116,-0.986568,-0.423601,0.502648,0.586042,0.239429,-0.397488,-0.379275,0.933528,-0.121576,-0.105749,0.104666,-0.180995,0.105343,-0.135329,0.653430,0.818102,0.864221,0.128592,-0.115703,0.410480,0.676647,0.125964,0.399962,0.499459,0.352788,0.492267,-0.582709,-0.003251,0.176537,-0.995044,0.711925,0.220049,-0.741727,0.632714,0.434114,0.516599,-0.215915,0.708405,-0.171945,0.141018,-0.998715,0.289746,0.436352,0.134219,-0.006882,0.619873,0.362745,-0.443852,0.918147,0.414534,0.975878,0.942523,0.837819,0.510743,0.218859,-0.655659,0.086703,0.530753,0.041714,0.736478,-0.780688,-0.238119,0.011929,-0.135349,-0.782827,-0.692943,0.675235,-0.031231,-0.902555,-0.967017,-0.053049,-0.671243,0.410252,0.590647,-0.543407,0.184354,-0.691111,-0.392835,0.777591,0.088196,0.771777,-0.549504,-0.339951,-0.058096,-0.039840,0.995296,-0.771109,0.703930
0.000000,0.000000,0.000000,0.000000,2.659205,0.106397,-0.311926,0.038452,-0.415065,0.598215,-0.003442,0.851684,0.245383,0.028639,0.422139,0.007866,0.809013,-0.631108,0.946697,0.624381,0.721467,-0.034184,0.674403,-0.386452,0.523896,-0.719100,-0.385896,-0.108535,-0.355361,-0.225966,0.640209,-0.486648,0.490562,-0.852576,0.531478,0.584046,-0.196602,0.444956,0.830277,0.601426,-0.219107,-0.031573,0.558715,-0.414811,0.607765,-0.343858,0.611981,-0.826399,-0.911205,0.995351,0.738914,0.765695,0.902560,-0.123367,-0.426329,-0.739950,0.002418,-0.559903,0.871102,-0.991994,-0.713607,-0.507048,-0.602087,-0.548443,0.312095,-0.344976,0.230049,0.780516,0.205114,0.389066,-0.268993,-0.680523,-0.358832,0.928565,0.243623,-0.444978,-0.098169,0.671026,0.336887,0.121306,0.770326,0.344879,0.285459,-0.620464,-0.787223,0.930284,0.197717,-0.168633,0.178042,-0.876376,0.644255,-0.566709,0.609092,0.068757,-0.446856,-0.939580,0.631667,-0.647080,-0.896390,0.511755,-0.299914,-0.221332,-0.505865,0.718357,-0.405341,-0.579615,-0.381501,-0.593701,-0.364690,-0.834128,-0.682940,-0.165894,0.758934,-0.885419,-0.574651,0.816691,0.780029,0.358902,-0.519053,-0.160379,-0.577558,-0.742823,-0.240003,0.151643,-0.280135,0.221649,-0.407491,-0.308299
0.000000,0.000000,0.000000,0.000000,0.000000,2.476684,0.756629,-0.355932,0.143032,-0.443675,-0.893331,0.475714,-0.657993,-0.148575,-0.025909,-0.631057,-0.810889,-0.303974,0.904572,0.230271,-0.237180,-0.922178,0.200547,-0.815485,0.085088,0.503901,-0.152829,-0.401177,-0.905232,-0.950444,-0.139947,0.766691,-0.511874,0.148111,0.368612,-0.878340,-0.693799,-0.337446,0.340186,-0.121930,0.468390,0.735196,0.516745,0.984494,0.508722,0.704358,0.664733,0.460532,0.603604,0.869366,-0.049585,0.276574,0.029879,0.702074,-0.137281,0.639454,0.598709,0.923772,-0.502159,0.419239,0.513839,0.872557,0.813805,0.147052,0.158306,-0.665418,0.949925,-0.489965,0.449472,0.591590,-0.117569,-0.577613,-0.622079,0.712992,0.021513,-0.819726,0.434039,-0.499658,0.752790,-0.380856,-0.599458,-0.830283,0.023062,-0.098525,0.502624,-0.070795,-0.312368,-0.476690,-0.443707,0.855696,-0.669843,0.976353,-0.346161,-0.823220,-0.502619,-0.883171,0.580060,0.025106,-0.326027,0.324099,0.261293,0.879744,0.922521,0.361368,0.635632,0.584850,-0.017393,0.408917,-0.843482,0.516042,0.923666,-0.830050,0.672232,0.865960,-0.547622,0.049622,0.855716,0.920452,-0.744235,-0.301992,0.396289,-0.556883,-0.350459,-0.953418,-0.692957,0.124659,0.306180,0.297824
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.445901,-0.169437,-0.453019,-0.968839,-0.586740,-0.375224,-0.643586,-0.959711,-0.685105,0.332199,0.259171,0.871367,0.596337,0.135512,-0.724887,0.128144,-0.876810,-0.138230,-0.219483,-0.144372,-0.440348,0.371661,0.681889,0.537034,0.255504,0.076690,-0.937832,0.445868,0.089966,-0.458518,-0.344316,0.871214,0.248724,-0.048175,0.241843,-0.172515,-0.059635,-0.419381,-0.120293,0.371184,-0.920116,0.590055,-0.434041,0.365120,0.285451,0.305256,0.216258,0.918204,0.016688,0.464638,0.410899,-0.527465,-0.433388,-0.151966,-0.444604,-0.266514,-0.218079,0.207729,-0.560220,0.608584,-0.124927,0.412488,-0.837115,-0.060069,-0.943561,0.351820,-0.312580,0.898506,-0.351752,0.127612,-0.485225,0.240225,-0.065915,-0.258743,-0.592621,-0.776957,-0.760242,0.998080,-0.175379,-0.996141,0.905858,-0.960040,-0.162828,0.434955,0.829198,0.425773,-0.072748,0.948884,-0.921361,0.973784,0.698783,0.857860,-0.490455,-0.715084,0.326631,0.031719,0.046336,0.849238,0.240162,-0.377872,-0.199867,-0.733008,-0.615372,-0.713300,0.620583,0.409747,0.060690,-0.251264,0.336989,0.625811,0.762466,0.094032,0.639770,0.022612,-0.050940,0.730864,-0.227252,-0.208175,-0.390177,0.037403,0.089700,0.320922
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.576256,-0.564325,0.733684,-0.307998,0.845887,-0.585293,0.120115,0.073230,0.657296,-0.722297,0.819874,0.062856,0.172219,0.020333,-0.927950,-0.005819,-0.472901,-0.314624,0.298203,-0.004606,-0.813564,-0.853917,-0.628685,-0.618230,0.216602,-0.644371,0.763439,-0.580479,-0.817737,0.751492,-0.409345,-0.149155,0.918053,0.888738,0.429834,-0.862122,0.186680,0.978156,0.893832,-0.787995,-0.208065,-0.368927,-0.740544,0.389597,-0.452303,-0.310268,-0.819282,-0.004065,-0.683664,-0.135819,-0.713316,0.907700,-0.710035,0.043774,-0.606040,-0.847276,-0.595383,-0.890452,-0.721205,-0.013032,0.303631,-0.825320,-0.117963,0.162494,-0.531549,-0.255843,-0.856330,-0.559738,-0.066494,0.980884,0.992530,0.959243,-0.153827,-0.838639,-0.352853,-0.524571,-0.971747,-0.809533,-0.093616,-0.320675,-0.639293,0.432200,-0.285769,0.703736,-0.518046,0.076787,-0.631722,-0.009399,-0.695067,-0.676843,0.224447,-0.472428,-0.655266,0.859537,-0.913993,0.130296,0.096528,-0.498782,-0.094457,-0.824524,0.442540,-0.556606,-0.613229,-0.370243,0.804740,0.592933,0.893785,0.303925,0.325843,-0.039938,0.810373,0.021754,-0.289880,0.280750,0.092279,-0.751960,-0.214549,-0.373349,0.693668,-0.242315,0.643110
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.605974,0.507001,-0.729436,0.849300,-0.038880,-0.480404,-0.517021,-0.469845,-0.266552,0.435039,0.899206,0.338075,0.094333,-0.102804,0.656389,0.699314,-0.413925,0.906840,-0.209769,0.600156,0.933640,0.407316,-0.676899,0.172274,-0.762446,0.578284,-0.437370,0.390430,0.820179,-0.637980,-0.214284,0.294238,-0.160683,-0.650362,-0.941857,-0.186804,0.298418,0.147968,-0.687518,-0.098613,-0.261058,-0.451595,0.458542,-0.380696,0.080284,0.846447,0.078552,0.234046,-0.853508,-0.643732,-0.798098,0.529626,0.671842,-0.627089,-0.561456,-0.353585,0.182155,0.243592,0.373508,0.810386,-0.409920,0.317518,0.119446,-0.388326,0.814830,-0.809033,0.424002,0.455747,0.830653,0.037161,-0.356755,0.655481,0.541621,0.000631,0.535715,-0.464249,0.179013,0.730367,-0.364031,-0.032900,0.902090,0.596424,0.774078,-0.229506,0.993011,-0.694869,0.037541,-0.041453,0.596864,0.817236,0.462279,0.253632,-0.145142,0.020652,0.018601,-0.959263,0.006092,0.711942,0.418548,0.591417,-0.219030,0.057946,-0.933033,-0.234004,-0.051168,-0.489582,-0.937518,0.380816,-0.129824,-0.168644,-0.500026,0.075661,-0.123946,-0.052031,0.161743,-0.987351,0.815392,-0.857825,-0.098151,-0.585254
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.809456,-0.439540,0.720013,-0.207280,0.277511,-0.502241,-0.961188,-0.191691,0.072973,-0.080906,0.924029,0.413678,0.991340,-0.409880,0.578107,0.111117,0.223521,0.971706,0.307974,0.797634,0.451500,-0.745228,0.398847,-0.031369,0.837596,0.613669,-0.791731,-0.732169,-0.860778,-0.013510,-0.838456,0.447357,0.104717,0.671770,-0.440408,0.038282,-0.765041,0.769220,-0.649990,-0.795275,-0.589899,0.612463,-0.788371,0.228855,0.492363,0.502162,-0.619878,-0.876752,-0.102387,-0.595029,0.398542,-0.286614,-0.101292,-0.773030,0.135101,-0.628952,0.357971,-0.857662,0.951789,0.369054,-0.636541,-0.971811,-0.331074,-0.694373,-0.563177,0.745501,0.206409,-0.647085,0.113319,-0.488439,0.952402,-0.934486,0.464637,0.545994,-0.865674,-0.656261,-0.231387,0.736310,0.074000,0.310614,0.566026,0.656246,-0.047431,0.017586,0.436012,-0.473315,0.708979,-0.958426,-0.608457,0.600400,-0.319484,-0.700334,-0.626490,0.061513,0.692363,-0.858699,-0.939038,-0.069664,0.912375,-0.441980,0.918341,0.775362,-0.433730,0.633896,0.371735,0.023645,-0.154168,0.631006,0.586159,0.513873,0.996512,-0.042975,0.613846,0.724957,-0.576795,-0.915867,-0.190503,0.713473,-0.421793
