2.880624,-0.035938,0.906411,-0.672846,0.108833,-0.584565,-0.493631,-0.939891,-0.762093,0.833697,-0.356934,0.216258,-0.069972,-0.199098,0.063772,-0.625522,0.977208,0.636616,0.483229,-0.062481,-0.694246,0.841332,-0.317226,-0.899787,-0.315193,0.588914,0.245417,0.501677,0.587271,-0.576091,0.847567,-0.124021,0.278027,-0.995382,0.986737,-0.438207,-0.875874,-0.083476,-0.741940,-0.695347,0.264566,-0.214145,0.843705,-0.361687,0.452360,-0.077801,0.319903,0.199391,-0.054432,0.900122,-0.314573,-0.645529,0.356188,0.692015,-0.919493,-0.100735,0.784975,0.499237,0.983615,0.062828,0.319991,-0.395039,0.895071,-0.267329
0.000000,2.346277,-0.193720,0.123638,0.439565,0.017868,0.814173,-0.161398,0.294144,-0.315275,-0.183687,-0.119900,-0.748386,-0.816553,0.334980,0.311035,0.325819,-0.960467,-0.346906,-0.604380,0.556303,0.721261,-0.506639,0.335698,-0.741274,-0.449695,-0.722691,-0.432958,0.349473,0.820654,-0.594955,0.084158,0.402782,0.905845,0.220121,-0.489786,0.250956,-0.359018,0.952257,-0.200648,0.370855,-0.953545,-0.199877,0.750215,0.220455,-0.112114,0.871875,0.707969,-0.355569,0.089097,-0.020351,0.264405,-0.331777,-0.511590,0.825344,0.847749,0.686646,0.956409,0.489983,0.529334,0.525180,-0.038785,-0.087096,-0.519547
0.000000,0.000000,2.112048,-0.421360,-0.484383,0.171923,-0.180035,-0.562287,0.632112,0.721140,-0.664601,-0.984986,-0.327740,0.595022,0.678348,-0.723342,0.548672,-0.768592,-0.219875,0.997219,-0.614818,-0.692073,-0.154399,0.239337,0.865802,0.961642,-0.860719,-0.724005,0.581476,-0.458736,0.769698,0.326907,-0.776310,0.665059,-0.647287,-0.153009,0.104370,0.001532,0.372326,0.305373,0.984084,0.998844,0.032919,-0.809602,0.455687,0.953328,-0.363347,-0.077582,-0.150446,-0.897162,0.344529,-0.293325,0.574928,0.664240,0.642462,-0.166668,-0.356909,0.497642,0.602779,-0.017485,0.786062,-0.712183,0.758138,-0.807810
0.000000,0.000000,0.000000,0.883814,0.067680,-0.864963,-0.894386,-0.998963,-0.127367,0.549248,-0.930323,0.304515,0.646255,-0.663998,-0.706273,0.721602,0.646249,0.077884,0.638400,-0.814488,-0.211037,0.475595,-0.485096,0.504658,0.008357,0.500532,-0.070641,-0.264191,-0.561622,-0.583241,0.502982,-0.762179,-0.828035,-0.647417,-0.649307,0.646215,-0.202987,0.980777,-0.725577,0.307080,-0.102541,-0.214164,0.750168,0.951191,0.745718,-0.615399,-0.558404,0.312148,-0.421833,0.469450,0.132841,0.101818,0.657094,0.421066,-0.946844,-0.901082,0.203117,-0.027616,-0.479631,-0.162688,0.515821,0.653223,0.122446,-0.229261
0.000000,0.000000,0.000000,0.000000,1.176742,0.043837,-0.370501,0.128190,0.353305,-0.867842,-0.997865,-0.575446,0.789023,0.292582,-0.656079,0.780528,-0.060088,-0.047816,0.871084,-0.881027,-0.569643,0.171543,-0.609027,0.359054,-0.571815,-0.801686,-0.586030,-0.154532,-0.647723,-0.730616,0.720564,-0.359206,-0.278483,-0.889459,-0.285261,-0.470386,0.220970,-0.589219,0.776731,0.859333,-0.800338,-0.785194,-0.769347,0.239139,-0.756062,0.704765,0.508543,0.639618,0.052121,0.993354,-0.911650,-0.197470,-0.352127,0.897291,0.153722,0.612382,-0.659318,0.957268,-0.002721,-0.012656,0.941769,-0.238535,-0.204950,0.169505
0.000000,0.000000,0.000000,0.000000,0.000000,0.820132,-0.357829,-0.613583,-0.793433,0.732289,0.178662,-0.282654,-0.182661,-0.136962,0.266298,0.853539,0.865559,-0.217016,-0.341475,-0.097907,0.135868,-0.076364,0.317507,0.108798,-0.358569,-0.308538,-0.242814,-0.810720,-0.667875,0.446228,-0.221807,-0.570922,0.125345,0.511079,-0.485155,0.653580,0.855010,0.194789,0.337895,-0.894848,0.891040,-0.215031,0.847801,0.157955,-0.990762,-0.922916,0.360838,0.125336,-0.946935,0.486920,0.704291,-0.007165,-0.068485,-0.989054,0.573299,-0.338568,0.757527,-0.253879,0.130156,-0.459316,-0.678823,0.549816,-0.006819,0.072976
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.913540,0.927160,0.711284,-0.624781,0.188545,0.756295,-0.251072,-0.797788,0.621926,-0.036473,0.128785,0.964289,0.214423,-0.150041,-0.260031,-0.164761,-0.763202,0.589501,0.675434,-0.431206,-0.392407,0.748669,-0.952059,0.040915,-0.072649,0.380254,-0.673217,0.336661,-0.246532,0.237430,-0.919810,-0.076546,0.044502,-0.571347,-0.720753,-0.623051,-0.311718,-0.806380,0.894640,-0.190012,0.617939,0.948834,-0.838529,0.303339,0.742818,0.268469,-0.141948,-0.137847,-0.928202,0.069202,0.987086,0.917415,-0.919202,0.411594,-0.396470,0.805978,-0.909771,0.871748
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.593689,-0.764991,-0.880351,0.669415,-0.688485,0.069796,0.831490,0.134896,-0.205533,-0.109968,-0.873766,0.937505,-0.378692,-0.621273,-0.427905,0.928746,-0.811428,0.734606,0.415688,0.660038,0.951795,0.684309,0.886765,-0.746129,0.591577,0.091351,0.086991,0.797843,0.943608,0.409677,-0.034123,-0.087192,-0.227317,-0.276802,-0.216986,-0.820494,-0.845128,0.559740,-0.107854,0.861369,0.224442,-0.929648,-0.684953,-0.588360,0.951472,-0.562592,0.031511,0.872354,0.954385,-0.527279,-0.901765,-0.692796,-0.873343,-0.609752,0.137139,0.824898,0.074438
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.064974,-0.596265,0.601167,0.235578,0.728274,0.897686,-0.304198,-0.818842,-0.548142,-0.124317,0.891387,-0.243380,0.541546,0.080953,-0.634382,-0.358532,0.306384,0.345707,-0.130481,-0.542709,0.443814,-0.662254,0.873339,-0.624193,-0.785375,-0.004705,0.039099,0.016386,-0.126665,0.989630,-0.027439,-0.044107,-0.156468,-0.866348,0.185913,-0.544064,0.275218,-0.898333,0.962774,-0.061990,0.793511,-0.048878,-0.879338,0.644427,0.296367,0.563514,-0.143660,0.275873,0.712458,0.262131,-0.304653,0.325059,0.343708,0.921174,-0.258175,-0.149836
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.530307,0.011525,0.473146,-0.080581,-0.569010,0.490408,-0.737690,-0.602833,0.253650,0.494540,0.789376,-0.454827,-0.778551,0.912093,-0.691154,-0.604666,-0.417341,0.058783,0.765651,0.521092,0.416315,-0.649639,-0.284635,-0.043190,-0.705148,-0.453141,-0.383334,-0.745448,0.100479,0.410056,-0.860137,-0.037754,0.564422,0.495980,0.630146,-0.103519,0.641114,-0.518494,-0.278379,-0.647289,-0.065031,-0.215880,-0.518146,0.503561,-0.372306,-0.454391,-0.738219,-0.122357,-0.394071,-0.261454,-0.528005,0.526311,0.860007,-0.004136,0.285997
